Coder,Letter Code,Gender,City,State,Country,Postal Code,Location,BingGeo,Latitude,Longitude,Month,Year,Which column?,Letter Title,Letter number,Page #,Reference: Title or topic,Reference: Month,Reference: Year,Reference: Page,In Reply To: Full Letter Code,Did the Editors reply in-line?,AI or robotics,Academia and research,Announcement for Byte readers,"Arts, music","BBS, modems, telecommunications",Club or user group,"Commentary, opinion",Computer Education/Teaching/Library,Computer store or other consumer/retail,Correction to an article,Criticism of Byte,Disability,"Family, children, spouse",Gaming,Identifies as novice,Includes source code,Notes their own age,Personal finance,Piracy/CopyProtection,Praise for Byte,Printers,Product/service recommendation or warning,Programming,Representation of gender and race,"Request for help, assistance, advice",Request to Byte editors re: magazine,Software Distributor/Distribution,Technical tip or how-to,"Work, professional life, business finances",Other
RZ,1977.10.04L,Male,Louisa,VA,USA,23093,"Louisa, VA 23093, USA","Louisa, VA, United States",38.02545929,-78.00375366,10,1977,Letters,Printing Bars on Selectrics?,4,12,,,,,,"Yes, the editors responded",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,Optical Code
RZ,1977.10.05L,Male,Lansdale,PA,USA,19446,"Lansdale, PA 19446, USA","Lansdale, PA, United States",40.24058151,-75.28530884,10,1977,Letters,Lighting Through the Paper?,5,12,,,,,,"Yes, the editors responded",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,"Bar-Codes, backlighting"
RZ,1977.10.06L,Male,Bellevue,WA,USA,98006,"Bellevue, WA 98006, USA","Bellevue, WA, United States",47.61001968,-122.187851,10,1977,Letters,Printing Quotes on an HP9830 in BASIC,6,12,,,,,,"No, they did not",0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,
RZ,1977.10.07L,Male,Nashville,TN,USA,37204,"Nashville, TN 37204, USA","Nashville, TN, United States",36.16783905,-86.7781601,10,1977,Letters,"As Sales Expand, Safety Aspects Must be Improved?",7,12,,,,,,"No, they did not",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Hardware, Computer Safety, Government"
RZ,1977.10.08L,Male,Weare,NH,USA,3281,"Weare, NH 3281, USA","Weare, NH, United States",43.09318924,-71.73475647,10,1977,Letters,A New Subscriber Comments,8,32,,,,,,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,Hardware
RZ,1977.10.09L,Male,Rheem Valley,CA,A New Subscriber Comments,94570,"Rheem Valley, CA 94570, A New Subscriber Comments","Rheem Valley, CA, United States",37.85744095,-122.11844640000001,10,1977,Letters,Faster Multiply?,9,32,BYTE multiplication routine of Christopher Glaeser,7.0,1977.0,142,,"No, they did not",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Hardware
RZ,1977.10.10L,Male,San Antonio,TX,USA,78205,"San Antonio, TX 78205, USA","San Antonio, TX, United States",29.42457962,-98.49461365,10,1977,Letters,Products Needed,10,32,,,,,,"No, they did not",0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"Hardware, Circuits, Clocks, Calendar, Monitors"
RZ,1977.10.11L,Male,Washington,DC,USA,20008,"Washington, DC 20008, USA","DC, United States",38.90618896,-77.01726532,10,1977,Letters,Comments on Selectric IO Interfacing,11,32,"Dan Fylstra's article ""Interfacing the IBM Selectric Keyboard Printer""",6.0,1977.0,46,,"No, they did not",0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Hardware
RZ,1977.10.12L,Male,Sunnyvale,CA,USA,94086,"Sunnyvale, CA 94086, USA","Sunnyvale, CA, United States",37.37171936,-122.038002,10,1977,Letters,Closed Loop Selectric More Comments,12,36,Mr. Fylstra's article on interfacing to Selectrics,6.0,1977.0,46,,"No, they did not",0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Keyboards, Hardware"
RZ,1977.10.13L,Unknown,Waterloo,Ontario,Canada,N2J 321,"Waterloo, Ontario N2J 321, Canada","Waterloo, ON, Canada",43.46339035,-80.52075195,10,1977,Letters,APL Character Generators are Available,13,36,APL Character font and keyboard - CRT terminal,6.0,1977.0,24,,"No, they did not",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"Hardware, Keyboards"
RZ,1977.10.14L,Male,Antwerpen,,Belgium,,"Antwerpen, Belgium",Belgium,50.64117432,4.66058588,10,1977,Letters,A Note from a European Reader,14,36,,,,,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hardware
RZ,1977.10.15L,Male,Bettendorf,IA,USA,52722,"Bettendorf, IA 52722, USA","Bettendorf, IA, United States",41.52590179,-90.49562836,10,1977,Letters,Using ADCs for Test Instruments?,15,36,,,,,,"Yes, the editors responded",0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"Hardware, Television"
RZ,1977.10.16L,Male,Woodridge,IL,USA,60515,"Woodridge, IL 60515, USA","Woodridge, IL, United States",41.75090027,-88.02749634,10,1977,Letters,Self-Modifying Code,16,37,,,,,1977.06.??,"No, they did not",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
RZ,1977.10.17L,Male,Rockville,MD,USA,20851,"Rockville, MD 20851, USA","Rockville, MD, United States",39.08166122,-77.15123749,10,1977,Letters,Need VA Approved Courses?,17,37,,,,,,"No, they did not",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RZ,1977.11.01L,Male,Greensboro,NC,USA,27407,"Greensboro, NC 27407, USA","Greensboro, NC, United States",36.0689888,-79.79470062,11,1977,Letters,Space War Definitions,1,30,,,,,,"Yes, the editors responded",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Hardware
RZ,1977.11.02L,Female,Chicago,IL,USA,60646,"Chicago, IL 60646, USA","Chicago, IL, United States",41.88425064,-87.63244629,11,1977,Letters,Sampling Bias?,2,30,"Editorial: ""Surveying the field""",5.0,1977.0,,,"No, they did not",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
RZ,1977.11.03L,Male,Tulsa,OK ,USA,74128,"Tulsa, OK 74128, USA","Tulsa, OK, United States",36.14973831,-95.99333191,11,1977,Letters,An Invitation to all 1802 Users: The 1802 Exchange,3,30,,,,,,"No, they did not",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,
RZ,1977.11.04L,Male,Carrollton ,TX,USA,75006,"Carrollton, TX 75006, USA","Carrollton, TX, United States",32.97555161,-96.89022827,11,1980,Letters,Self-Propagation Monsters,4,30,,,,,,"Yes, the editors responded",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Hardware
RZ,1977.11.05L,Male,Frankford,Ontario,Canada,KOK 2C0,"Frankford, Ontario KOK 2C0, Canada","Frankford, ON, Canada",44.20109177,-77.59635162,11,1980,Letters,Motorola Evaluation Kit Articles Needed,5,32,,,,,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Monitors
RZ,1977.11.06L,Unknown,Pierrefonds,Montreal,Canada,,"Pierrefonds, Montreal, Canada","Montreal, QC, Canada",45.49539948,-73.84680939,11,1977,Letters,More on Commercial Radio Automation,6,32,,,,,1977.02.??,"No, they did not",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,"Hardware, Alarms"
RZ,1977.11.07L,Unknown,Washington,DC,USA,20375,"Washington, DC 20375, USA","DC, United States",38.90618896,-77.01726532,11,1977,Letters,Loran-C Clarified,7,32,,,,,1977.07.??,"No, they did not",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Satellite systems, Hardware"
RZ,1977.12.01L,Male,Rockville,MD,USA,,"Rockville, MD, USA","Rockville, MD, United States",39.08166122,-77.15123749,12,1977,Letters,Don't Knock Homebrew,1,10,,,,,1977.07.??,"Yes, the editors responded",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,"Amateur radio, Hardware"
RZ,1977.12.02L,Male,Amherst,MA,USA,1002,"Amherst, MA 1002, USA","Amherst, MA, United States",42.3752594,-72.51895142,12,1977,Letters,Another View of Technology's Usefulness,2,10,,,,,1977.09.??,"No, they did not",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"Morality, Misuse of computer technology"
RZ,1977.12.03L,Male,New Bedford,MA,USA,2744,"New Bedford, MA 2744, USA","New Bedford, MA, United States",41.63766861,-70.93087006,12,1977,Letters,Confirmation of the SR-51A Printer Trick...and some Grapevine Juice,3,19,,,,,1977.09.??,"No, they did not",0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,Calculators
RZ,1977.12.04L,Male,Monrovia,CA,USA,91016,"Monrovia, CA 91016, USA","Monrovia, CA, United States",34.14783096,-117.99877930000001,12,1977,Letters,Need New Player Pianos?,4,20,,,,,,"No, they did not",0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,Hardware
RZ,1977.12.05L,Male,Palo Alto,CA,USA,94306,"Palo Alto, CA 94306, USA","Palo Alto, CA, United States",37.44466019,-122.1607895,12,1977,Letters,Primer Remover,5,20,,,,,,"No, they did not",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
RZ,1977.12.06L,Male,Pleasantville,NY,USA,10570,"Pleasantville, NY 10570, USA","Pleasantville, NY, United States",41.13436127,-73.79168701,12,1977,Letters,APL Comments,6,20,"Mr Wimble's article; Readability of APL expressions / (Writer's thought experiment August 1977 BYTE, page 40)",9.0,1977.0,166,1977.08.??,"Yes, the editors responded",0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,APL terminology
KD,1978.01.01n,Couple,Jersey City,NJ,USA,7304,"Jersey City, NJ 7304, USA","Jersey City, NJ, United States",40.71747971,-74.04385376,1,1978,,,1,36,,,,,,"No, they did not",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,"Health, Medicine"
KD,1978.01.02n,Male,Gloucester Pt,VA,USA,23062,"Gloucester Pt, VA 23062, USA","VA, United States",37.51278687,-78.69809723,1,1978,,,2,36,,,,,,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,
KD,1978.01.03n,Unknown,Hood River,OR,USA,97031,"Hood River, OR 97031, USA","Hood River, OR, United States",45.70885086,-121.51072690000001,1,1978,,,3,36,,,,,,"No, they did not",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Memory Cards
KD,1978.01.04n,Male,Montreal,Quebec,Canada,H3H 2N3,"Montreal, Quebec H3H 2N3, Canada","Montreal, QC, Canada",45.51240158,-73.5546875,1,1978,,,4,36,,,,,,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"Hydraulics; Hydraulics, Computer-controlled applications"
KD,1978.01.05n,Male,Phoenix,AZ,USA,85028,"Phoenix, AZ 85028, USA","Phoenix, AZ, United States",33.44824982,-112.07579799999999,1,1978,,,5,36,Mike Rivers statement,,,,1977.09.??,"No, they did not",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"AI, cybernetics, robotics"
KD,1978.01.06n,Male,Evanston,IL,USA,60202,"Evanston, IL 60202, USA","Evanston, IL, United States",42.05701828,-87.68644714,1,1978,,,6,131,,,,,,"No, they did not",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"AI, ethics, robotics, future"
KD,1978.01.07n,Male,Toronto,Ontario,Canada,M5V 1Z1,"Toronto, Ontario M5V 1Z1, Canada","Toronto, ON, Canada",43.64868927,-79.38543701,1,1978,,,6,131,Coffee Can Special,1.0,1977.0,,,"No, they did not",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,
KD,1978.01.08n,Unknown,Rochester,NY,USA,14624,"Rochester, NY 14624, USA","Rochester, NY, United States",43.15579987,-77.61631775,1,1978,,,7,131,,,,,1977.09.??,"No, they did not",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
KD,1978.01.09n,Unknown,Bremen,,West Germany,D-28,"Bremen D-28, West Germany","Bremen, HB, Germany",53.07509995,8.804690361,1,1978,,,8,131,,,,,,"No, they did not",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
KD,1978.01.10n,Male,Granada Hills,CA,USA,91344,"Granada Hills, CA 91344, USA","CA, United States",34.2639389,-118.49794009999998,1,1978,,,9,131,,,,,1977.10.??,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,
KD,1978.01.11n,Male,Cupertino,CA,USA,95014,"Cupertino, CA 95014, USA","Cupertino, CA, United States",37.31895828,-122.02928159999999,1,1978,,,10,132,,,,,1977.09.??,"No, they did not",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KD,1978.01.12n,Male,Dallas,TX,USA,75214,"Dallas, TX 75214, USA","Dallas, TX, United States",32.77814865,-96.79540253,1,1978,,,11,132,,,,,1977.09.??,"No, they did not",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"History, mathematics"
KD,1978.01.13n,Male,Peabody,MA,USA,1960,"Peabody, MA 1960, USA","Peabody, MA, United States",42.52635956,-70.92851257,1,1978,,,12,132,,,,,1977.09.??,"No, they did not",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Calculators
KD,1978.01.14n,Male,Sacramento,CA,USA,95826,"Sacramento, CA 95826, USA","Sacramento, CA, United States",38.57933044,-121.4908981,1,1978,,,13,132,,,,,1977.09.??,"No, they did not",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Calculator
KD,1978.01.15n,Male,Winnipeg,Manitoba,Canada,R3T 3J1,"Winnipeg, Manitoba R3T 3J1, Canada","Winnipeg, MB, Canada",49.899528499999995,-97.14112854,1,1978,,,14,133,,,,,1977.09.??,"No, they did not",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Calculator
KD,1978.01.16n,Male,Waltham,MA,USA,2154,"Waltham, MA 2154, USA","Waltham, MA, United States",42.37643814,-71.23532104,1,1978,,,14,133,An 8080 Simulator,10.0,1978.0,,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,
KD,1978.01.17n,Male,Ithaca,NY,USA,14850,"Ithaca, NY 14850, USA","Ithaca, NY, United States",42.4405098,-76.49546051,1,1978,,,15,135,Walsh functions by BF Jacoby,9.0,1977.0,,,"Yes, the editors responded",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Hardware, Academia"
RZ,1978.02.01A,Unknown,Clamart,Île-de-France,France,92140,"Clamart, Île-de-France 92140, France","Clamart, IdF, France",48.79988098,2.263099909,2,1978,Ask Byte,TTL To Drive LEDs,1,126,,,,,,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Circuits
RZ,1978.02.01n, Unkown & Male,dinburgh,,Scotland,EH1 2HT,"dinburgh EH1 2HT, Scotland","Dinburgh, Scotland",18.84937286,100.8351059,2,1978,,Celtic Piano Notes,1,20,Notes on Interfacing Player Pianos,9.0,1977.0,112,,"No, they did not",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
RZ,1978.02.02A,Male,Cincinnati,OH,USA,45245,"Cincinnati, OH 45245, USA","Cincinnati, OH, United States",39.10712814,-84.5041275,2,1978,Ask Byte,What Does Refreshing From Memory Mean?,2,126,Aleen Atwood's article regarding memory refreshing,8.0,1977.0,108,,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,
RZ,1978.02.02n,Male,New York,NY,USA,10025,"New York, NY 10025, USA","New York, NY, United States",40.71455002,-74.00714111,2,1978,,"Organs, Music and Programming",2,20,,,,,,"Yes, the editors responded",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
RZ,1978.02.03n,Male,Austin,TX,USA,78723,"Austin, TX 78723, USA","Austin, TX, United States",30.26758957,-97.74298859,2,1978,,Bar Code On A Ball,3,20,,,,,1977.10.??,"No, they did not",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,
RZ,1978.02.04n,Male,Boulder,CO,USA,80309,"Boulder, CO 80309, USA","Boulder, CO, United States",40.01573944,-105.2792435,2,1978,,Newt Points,4,20,"Newt: A Mobile, Cognitive Robot",6.0,1977.0,30,,"Yes, the editors responded",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
RZ,1978.02.05n,Male,Manchester,NH,USA,3104,"Manchester, NH 3104, USA","Manchester, NH, United States",42.99119949,-71.46309662,2,1978,,More on TV Shimmy,5,22,,,,,11.1977.??,"No, they did not",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"TV, TV interference"
RZ,1978.02.06n,Male,Conshohocken,PA,USA,19428,"Conshohocken, PA 19428, USA","Conshohocken, PA, United States",40.07928848,-75.3009491,2,1978,,Is Virtual A Virtue?,6,22,Virtual Memory and VSAM for Micros,11.0,1977.0,224,,"No, they did not",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Virtual Memory
RZ,1978.02.07n,Unknown,Toronto,Ontario,Canada,M5G 1X6,"Toronto, Ontario M5G 1X6, Canada","Toronto, ON, Canada",43.64868927,-79.38543701,2,1978,,Comments On The MCM/70 From A User,7,22,,,,,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,
RZ,1978.02.08n,Male,Dallas,TX,USA,75214,"Dallas, TX 75214, USA","Dallas, TX, United States",32.77814865,-96.79540253,2,1978,,Copyrights: US Versus Canadian?,8,24,,,,,1977.11.??,"No, they did not",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Copyright Law
RZ,1978.02.09n,Male,Ann Arbor,MI,USA,48104,"Ann Arbor, MI 48104, USA","Ann Arbor, MI, United States",42.28210068,-83.74846649,2,1978,,Clarifying Personal Use Of Patented Inventions,9,24,,,,,1977.11.??,"No, they did not",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
RZ,1978.03.01L,Male,Golden Valley,MN,USA,55416,"Golden Valley, MN 55416, USA","Golden Valley, MN, United States",44.98598862,-93.37777709999999,3,1978,Letters,Networking With Telephones?,1,14,Dave Caulkins' Personal Computer Network,9.0,1977.0,,,"No, they did not",0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,
RZ,1978.03.02L,Male,Albuquerque,NM,USA,87108,"Albuquerque, NM 87108, USA","Albuquerque, NM, United States",35.08422852,-106.6490479,3,1978,Letters,Backlighting Via Photocopy,2,14,,,,,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Photocopying
RZ,1978.03.03L,Male,Toronto,Ontario,Canada,,"Toronto, Ontario, Canada","Toronto, ON, Canada",43.64868927,-79.38543701,3,1978,Letters,Comments on Programming and Design Style,3,14,Structured Program Design,10.0,1977.0,146,,"No, they did not",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,
RZ,1978.03.04L,Male,Ithaca,NY,USA,14850,"Ithaca, NY 14850, USA","Ithaca, NY, United States",42.4405098,-76.49546051,3,1978,Letters,A Comment on C for the Dec 10,4,128,,,,,,"No, they did not",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,
RZ,1978.03.05L,Female,New York,NY,USA,10036,"New York, NY 10036, USA","New York, NY, United States",40.71455002,-74.00714111,3,1978,Letters,Wait and C?,5,128,C: A Language for Microprocessors?,10.0,1977.0,130,,"No, they did not",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,
RZ,1978.03.06L,Male,Tullahoma,TN,USA,37388,"Tullahoma, TN 37388, USA","Tullahoma, TN, United States",35.36240005,-86.21201324,3,1978,Letters,Alarming Systems?,6,128,,,,,1977.11.??,"No, they did not",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,Alarms
RZ,1978.03.07L,Male,Kuala Lumpur,Selangor,Malaysia,08-06 W,"Kuala Lumpur, Selangor 08-06 W, Malaysia","Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.1478900910000003,101.69405359999999,3,1978,Letters,Comments on APL and other Topics - From Malaysia,7,128,,,,,,"No, they did not",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Video Display
RZ,1978.03.08L,Male,Truth or Consequences,NM,USA,87901,"Truth or Consequences, NM 87901, USA","Truth Or Consequences, NM, United States",33.13610077,-107.23156740000002,3,1978,Letters,Mathematics Survey by a Reader,8,130,,,,,,"Yes, the editors responded",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mathematics
RZ,1978.03.09L,Unknown,Toledo,OH,USA,43606,"Toledo, OH 43606, USA","Toledo, OH, United States",41.65380859,-83.53626251,3,1978,Letters,A Comment...,9,130,Related piece,10.0,1977.0,174,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,
RZ,1978.03.10L,Male,Electric City,WA,USA,99123,"Electric City, WA 99123, USA","Electric City, WA, United States",47.93323898,-119.0365372,3,1978,Letters,Kompuutar Updates from David Brader,10,131,Kompuutar,11.0,1977.0,,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,
RZ,1978.03.11L,Unknown,Summit,NJ,USA,7901,"Summit, NJ 7901, USA","Summit, NJ, United States",40.71752167,-74.36212921,3,1978,Letters,On Computers and DNA,11,132,,,,,1977.12.??,"Yes, the editors responded",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Science vs Technology
RZ,1978.03.12L,Male,San Diego,CA,USA,92111,"San Diego, CA 92111, USA","San Diego, CA, United States",32.71567917,-117.16171259999999,3,1978,Letters,Rambling Rumors about TI,12,133,,,,,,"No, they did not",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,
RZ,1978.03.13L,Male,New York,NY,USA,10016,"New York, NY 10016, USA","New York, NY, United States",40.71455002,-74.00714111,3,1978,Letters,On Software Protection,13,134,Opinion on Software and Patentability,11.0,1977.0,162,,"Yes, the editors responded",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,
RZ,1978.03.14L,Male,Baltimore,MD,USA,21205,"Baltimore, MD 21205, USA","Baltimore, MD, United States",39.29058075,-76.60926056,3,1978,Letters,Audio Cassette Courses Wanted,14,134,,,,,,"Yes, the editors responded",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Audio Cassettes
RZ,1978.04.01n,Male,Portland,OR,USA,97212,"Portland, OR 97212, USA","Portland, OR, United States",45.51179123,-122.6756287,4,1978,,Comments On Star Trek Technology,1,22,The Computers of Star Trek,12.0,1977.0,,,"No, they did not",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Josephson junction memory, voice recognition"
RZ,1978.04.02n,Male,Berlin,NH,USA,3570,"Berlin, NH 3570, USA","Berlin, NH, United States",44.47288132,-71.1762619,4,1978,,Some Questions About The Technology Of Emotions In The Enterprise,2,24,The Computers Of Star Trek,12.0,1977.0,,,"No, they did not",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Emotions
RZ,1978.04.03n,Female,Cedar Rapids,IA,USA,52404,"Cedar Rapids, IA 52404, USA","Cedar Rapids, IA, United States",41.97634125,-91.67375946,4,1978,,Pi AYE'D,3,24,The Computers of Star Trek,4.0,1978.0,,,"No, they did not",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,
RZ,1978.04.04n,Male,Rancho Santa Fe,CA,USA,92067,"Rancho Santa Fe, CA 92067, USA","Rancho Santa Fe, CA, United States",33.02003098,-117.20308689999999,4,1978,,Giz-Widgets,4,162,"""Feature article by Kent""",1.0,1978.0,,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Correction to editor's response
RZ,1978.04.05n,Male,Farmington Hills,MI,USA,48024,"Farmington Hills, MI 48024, USA","Farmington Hills, MI, United States",42.48468018,-83.35945129,4,1978,,More AI Wanted,5,162,"""Michael Wimble's 2 part article on AI""",5.0,1977.0,,,"No, they did not",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
RZ,1978.04.06n,Male,Washington DC,DC,USA,20007,"Washington DC, DC 20007, USA","DC, United States",38.90618896,-77.01726532,4,1978,,Thanks For Calculator Articles,6,163,How to Write an Application Program,10.0,1977.0,18,,"No, they did not",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Calculators
